id,slug,commonName,scientificName,taxonGroup,endemic,conservationStatus,fluRisk,fluStatus,fluStatusUpdatedAt,regions,bio,endemicVerified,endemicSourceUrl,conservationStatusVerified,conservationStatusSourceUrl,fluRiskVerified,fluRiskSourceUrl,researchStatus,alaGuid,endemicCandidate,endemicCandidateNotes,conservationStatusCandidate,conservationStatusCandidateRaw,bioCandidate,imageUrlCandidate,imageAttributionCandidate,fluStatusCandidate,scriptStatus,scriptError
88,biziura-lobata,Musk Duck,Biziura lobata,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/53e2d734-5e33-44c2-92f7-edf444377380,,,,,,,,,done,
89,biziura-lobata-lobata,Musk Duck,Biziura lobata lobata,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f66c8dfe-cef9-4e0f-8b44-6585d96331c4,,,,,,,,,done,
90,biziura-lobata-menziesi,Musk Duck,Biziura lobata menziesi,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f620540d-cd28-487e-ab16-602a36906082,,,,,,,,,done,
91,malacorhynchus-membranaceus,Pink-eared Duck,Malacorhynchus membranaceus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/ed591036-06d9-46a3-840f-414b993a4a04,,,,,,,,,done,
92,dendrocygna-eytoni,Plumed Whistling-Duck,Dendrocygna eytoni,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/bff03204-824b-416c-98cd-89df714d62fe,,,,,,,,,done,
93,dendrocygna-guttata,Spotted Whistling-Duck,Dendrocygna guttata,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/89baac8f-ce05-4349-ba54-4e018319d85a,,,,,,,,,done,
94,dendrocygna-arcuata-australis,Torresian Wandering Whistling-Duck,Dendrocygna arcuata australis,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/e4162cc8-bab4-414e-b170-2a0a42f03870,,,,,,,,,done,
95,elanus-scriptus,Letter-winged Kite,Elanus scriptus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/4a6524fb-b256-4790-a877-e5f10502da93,,,,,,,,,done,
96,dromaius-baudinianus,Kangaroo Island Emu,Dromaius baudinianus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/cd5c5983-b843-4ebf-b332-484c8866f694,,,,,,,,,done,
97,dromaius-minor,King Island Emu,Dromaius minor,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/dadd0369-f5fe-4de0-8d37-6334f51e47f5,,,,,,,,,done,
98,fregata-ariel-ariel,Indo-Pacific Lesser Frigatebird,Fregata ariel ariel,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b4453df0-ca97-4d67-8be7-a5fe73200c9a,,,,,,,,,done,
99,sula-sula-rubripes,Indo-Pacific Red-footed Booby,Sula sula rubripes,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/98e74729-7a39-43a8-bf17-45073838588f,,,,,,,,,done,
100,anous-minutus-minutus,Indo-Pacific Black Noddy,Anous minutus minutus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b707cf61-0e1e-4182-9cac-111c9e174d04,,,,,,,,,done,
101,sterna-sumatrana-sumatrana,Black-naped Tern,Sterna sumatrana sumatrana,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
102,sterna-hirundo-longipennis,Siberian Common Tern,Sterna hirundo longipennis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/dfa2929d-f108-462e-a9ca-46093224652a,,,,,,,,,done,
103,thalasseus-bergii-cristatus,Australasian Crested Tern,Thalasseus bergii cristatus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f302bb36-804a-41b5-86e8-d2e244b3f777,,,,,,,,,done,
104,thalasseus-bengalensis-torresii,Eastern Lesser Crested Tern,Thalasseus bengalensis torresii,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/aebc76b2-4fbf-401a-929e-0c9fcdb8f812,,,,,,,,,done,
105,larus-pacificus-georgii,West Coast Pacific Gull,Larus pacificus georgii,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/0e44e02c-37c4-4565-9138-fbea2394f479,,,,,,,,,done,
106,chroicocephalus-novaehollandiae-novaehollandiae,Australian Silver Gull,Chroicocephalus novaehollandiae novaehollandiae,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/538264b4-3ff3-4f31-b585-6b0ab96b991f,,,,,,,,,done,
107,chlidonias-hybrida,Whiskered Tern,Chlidonias hybrida,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
108,chlidonias-hybrida-javanicus,Eastern Whiskered Tern,Chlidonias hybrida javanicus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
109,chlidonias-leucopterus,White-winged Black Tern,Chlidonias leucopterus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/383daf29-74b1-40b1-9014-51bbf3af8898,,,,,,,,,done,
110,ardea-alba,Great Egret,Ardea alba,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/143cc9f0-bc3c-45b7-8e1c-21fbe9319bba,,,,,,,,,done,
111,ardea-alba-modesta,Eastern Great Egret,Ardea alba modesta,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/51e70463-b658-413e-9c25-ca074d95407f,,,,,,,,,done,
112,butorides-striata-rogersi,Eastern Striated Heron,Butorides striata rogersi,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/8be99fc9-bd7d-4bed-994e-7a3cb6ddde82,,,,,,,,,done,
113,butorides-striata-stagnatilis,Western Striated Heron,Butorides striata stagnatilis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/069abd86-29eb-4e7c-8a04-3d669652da3a,,,,,,,,,done,
114,egretta-novaehollandiae,White-faced Heron,Egretta novaehollandiae,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/8fd1977b-9edf-4ddf-b6cf-24a09db4d18c,,,,,,,,,done,
115,threskiornis-moluccus,Australian White Ibis,Threskiornis moluccus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f5f5ddd8-ae6a-431b-9e08-3e992b12fa64,,,,,,,,,done,
116,threskiornis-moluccus-moluccus,Australian White Ibis,Threskiornis moluccus moluccus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/dec9990b-db32-493a-9a85-6beb090ebf01,,,,,,,,,done,
117,plegadis-falcinellus,Glossy Ibis,Plegadis falcinellus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/da100481-e4a7-4d6e-8535-89a748cf52ad,,,,,,,,,done,
118,platalea-regia,Royal Spoonbill,Platalea regia,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/47048109-474f-4e67-bf9d-b230f65f69b9,,,,,,,,,done,
119,threskiornis-spinicollis,Straw-necked Ibis,Threskiornis spinicollis,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c319dbaf-a363-4853-b333-75f14c47fc82,,,,,,,,,done,
120,platalea-flavipes,Yellow-billed Spoonbill,Platalea flavipes,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/038c3b33-0f3e-41bc-bf43-631c97cabc63,,,,,,,,,done,
121,tyto-tenebricosa,Greater Sooty Owl,Tyto tenebricosa,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/645b287c-e547-4602-9275-ad3f972328bb,,,,,,,,,done,
122,tyto-tenebricosa-tenebricosa,Greater Sooty Owl,Tyto tenebricosa tenebricosa,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f480fcad-383e-4366-9a0a-dd62f1d07d69,,,,,,,,,done,
123,tyto-multipunctata,Lesser Sooty Owl,Tyto multipunctata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f695a51b-09c3-450d-b34d-76255cc2f573,,,,,,,,,done,
124,alectura-lathami-purpureicollis,Cape York Australian Brush-turkey,Alectura lathami purpureicollis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/037af11d-7e7c-4eb6-9348-9d515c232010,,,,,,,,,done,
125,eudyptes-pachyrhynchus,Fiordland Penguin,Eudyptes pachyrhynchus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3418d2c5-3280-44b4-a146-730438a5255f,,,,,,,,,done,
126,pygoscelis-papua-papua,Subantarctic Gentoo Penguin,Pygoscelis papua papua,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/302438a6-9d7b-484f-ae18-d45437580fad,,,,,,,,,done,
127,eudyptes-chrysocome-chrysocome,South American Southern Rockhopper Penguin,Eudyptes chrysocome chrysocome,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/7e680332-e254-45b9-989f-414491ceabe2,,,,,,,,,done,
128,eudyptes-chrysocome-filholi,Eastern Rockhopper Penguin,Eudyptes chrysocome filholi,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/a833a209-e85d-4ec2-849f-746d2f1e2de5,,,,,,,,,done,
129,pachyptila-turtur-turtur,Northern Fairy Prion,Pachyptila turtur turtur,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b9637f0a-eb20-40e7-b901-47ac6fc8efae,,,,,,,,,done,
130,motacilla-alba,White Wagtail,Motacilla alba,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/47cfcaf1-588b-40bf-ad99-790019adb433,,,,,,,,,done,
131,motacilla-alba-leucopsis,Central Asian White Wagtail,Motacilla alba leucopsis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/0f5e2cd2-7732-4807-8099-f966e991bc91,,,,,,,,,done,
132,elseyornis-melanops,Black-fronted Dotterel,Elseyornis melanops,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/29cbe213-85a4-46b7-b373-4c503231f299,,,,,,,,,done,
133,erythrogonys-cinctus,Red-kneed Dotterel,Erythrogonys cinctus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/1ed45f0a-8a3a-4a7e-8eca-43a86fb1688c,,,,,,,,,done,
134,cladorhynchus-leucocephalus,Banded Stilt,Cladorhynchus leucocephalus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/1288a458-1631-40e5-837d-fd286679f866,,,,,,,,,done,
135,strepera-graculina-robinsoni,Wet Tropics Pied Currawong,Strepera graculina robinsoni,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f27e9722-9099-4ca4-9757-a32837ef7dc9,,,,,,,,,done,
136,balaenoptera-borealis,Sei Whale,Balaenoptera borealis,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/450bbdd2-cd50-4505-9466-15c1e24f7aa0,,,,,,,,,done,
137,balaenoptera-musculus,Blue Whale,Balaenoptera musculus,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/a2a8fc54-88b7-4b1c-8f1b-ad15998322cd,,,,,,,,,done,
138,balaenoptera-physalus,Fin Whale,Balaenoptera physalus,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/4de14593-cecd-4216-af1b-6f9f3909dd25,,,,,,,,,done,
139,eubalaena-australis,Southern Right Whale,Eubalaena australis,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/0c5bfca8-f73a-4c8e-be98-fa8c8556d06d,,,,,,,,,done,
140,lagenorhynchus-obscurus,Dusky Dolphin,Lagenorhynchus obscurus,mammal,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c96da60f-c179-43b5-8b6b-438264a91f65,,,,,,,,,done,
141,pseudorca-crassidens,False Killer Whale,Pseudorca crassidens,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/bb18f579-1c27-4ec5-a069-767f9c7a4a5d,,,,,,,,,done,
142,physeter-macrocephalus,Sperm Whale,Physeter macrocephalus,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3b2acd1a-e4f6-4456-b33b-8027263a0e1e,,,,,,,,,done,
143,sterna-striata,White-fronted Tern,Sterna striata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f43f23ce-becd-4975-a1e2-ce06921734b2,,,,,,,,,done,
144,sterna-sumatrana,Black-naped Tern,Sterna sumatrana,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/9b47c4ce-7cfe-4117-9ef6-db0b38928f42,,,,,,,,,done,
145,larus-dominicanus,Kelp Gull,Larus dominicanus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3af244a5-2205-48b9-b4b1-2b51721a20b2,,,,,,,,,done,
146,larus-novaehollandiae,Silver Gull,Larus novaehollandiae,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,ALA_DR31896_2147,,,,,,,,,done,
147,larus-pacificus,Pacific Gull,Larus pacificus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/06d1981c-58a7-4370-9e9a-158dfb89d600,,,,,,,,,done,
148,sterna-bengalensis,Lesser Crested Tern,Sterna bengalensis,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/01eed03c-c78a-4909-974d-22dd53a8fc0a,,,,,,,,,done,
149,pluvialis-squatarola,Grey Plover,Pluvialis squatarola,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/fd928615-5613-47eb-9cd4-7eb8e30a4993,,,,,,,,,done,
150,recurvirostra-novaehollandiae,Red-necked Avocet,Recurvirostra novaehollandiae,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c69e7308-527a-429d-a80d-143bd20b5100,,,,,,,,,done,
151,charadrius-leschenaultii,Greater Sand Plover,Charadrius leschenaultii,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/31759c48-cb54-466e-a085-4622451f5bd8,,,,,,,,,done,
152,charadrius-ruficapillus,Red-capped Plover,Charadrius ruficapillus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/67400b27-54fb-4b8d-86f2-475df1520094,,,,,,,,,done,
153,falco-hypoleucos,Grey Falcon,Falco hypoleucos,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3c72ec56-b1cd-4427-9422-4d2cd48df774,,,,,,,,,done,
154,leipoa-ocellata,Malleefowl,Leipoa ocellata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c44c9098-c4fc-4f64-884c-e367389b194f,,,,,,,,,done,
155,fregata-ariel,Lesser Frigatebird,Fregata ariel,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/5d4fdfee-25a2-4697-8237-5a755f0d19cc,,,,,,,,,done,
156,pelagodroma-marina,White-faced Storm-Petrel,Pelagodroma marina,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/040a46e2-135a-4993-8d50-73d3023add2b,,,,,,,,,done,
157,sula-sula,Red-footed Booby,Sula sula,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3b0d9a98-3512-4a4b-bc1f-51f0331aa337,,,,,,,,,done,
158,puffinus-pacificus,Wedge-tailed Shearwater,Puffinus pacificus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/6fd53347-2a74-41a9-bffd-d6fc1335a3c0,,,,,,,,,done,
159,pterodroma-macroptera,Great-winged Petrel,Pterodroma macroptera,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/2111db27-30c5-45a3-974f-ebfe2936a6d1,,,,,,,,,done,
160,aptenodytes-patagonicus,King Penguin,Aptenodytes patagonicus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/819e5794-f664-42b6-b51e-c23287fb0cfb,,,,,,,,,done,
161,pygoscelis-papua,Gentoo Penguin,Pygoscelis papua,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/56410d2b-5b99-45ff-bd4f-d856ce188e23,,,,,,,,,done,
162,tyto-novaehollandiae-kimberli,Northern Masked Owl,Tyto novaehollandiae kimberli,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/d1a27333-c288-46d5-a034-f42920ddb1b8,,,,,,,,,done,
163,phocoena-dioptrica,Spectacled Porpoise,Phocoena dioptrica,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,ALA_DR30473_5,,,,,,,,,done,
164,balaenoptera-bonaerensis,Antarctic Minke Whale,Balaenoptera bonaerensis,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c179befb-7c52-4009-8f40-b9dd8940f493,,,,,,,,,done,
