id,slug,commonName,scientificName,taxonGroup,endemic,conservationStatus,fluRisk,fluStatus,fluStatusUpdatedAt,regions,bio,endemicVerified,endemicSourceUrl,conservationStatusVerified,conservationStatusSourceUrl,fluRiskVerified,fluRiskSourceUrl,researchStatus,alaGuid,endemicCandidate,endemicCandidateNotes,conservationStatusCandidate,conservationStatusCandidateRaw,bioCandidate,imageUrlCandidate,imageAttributionCandidate,fluStatusCandidate,scriptStatus,scriptError
165,orcaella-heinsohni,Australian Snubfin Dolphin,Orcaella heinsohni,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/70d0cb6f-e664-4b6c-9b8b-2b6c34143ad6,,,,,,,,,done,
166,puffinus-griseus,Sooty Shearwater,Puffinus griseus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
167,sterna-bergii,Greater Crested Tern,Sterna bergii,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/ddc178b3-465b-42a4-a0ed-32711cb52f7e,,,,,,,,,done,
168,sousa-sahulensis,Australian Hump-backed Dolphin,Sousa sahulensis,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/4deec9e6-772f-41c6-8910-1a17eef68598,,,,,,,,,done,
169,anous-albivitta,Grey noddy,Anous albivitta,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/22443b20-18c1-49a6-afe5-3bdddd2b7a71,,,,,,,,,done,
170,tyto-novaehollandiae-castanops-tasmanian-population,Tasmanian Masked Owl,Tyto novaehollandiae castanops (Tasmanian population),bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,ALA_DR30474_1454,,,,,,,,,done,
171,balaenoptera-omura,Omura's Whale,Balaenoptera omura,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
172,ephippiorhynchus-asiaticus,Black-necked Stork,Ephippiorhynchus asiaticus,bird,,,very_high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/0ad01ce6-346b-4c2b-8c81-0881cb1e42b1,,,,,,,,,done,
173,balaenoptera-acutorostrata,Dwarf Minke Whale,Balaenoptera acutorostrata,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b9efa510-2299-418d-a15e-4b59de8cef85,,,,,,,,,done,
174,berardius-arnuxii,Arnoux's Beaked Whale,Berardius arnuxii,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/5817b6ea-b746-48dd-b604-ce262d6b5d62,,,,,,,,,done,
175,turnix-castanotus,Chestnut-backed Button-quail,Turnix castanotus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
176,turnix-velox,Little Button-quail,Turnix velox,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/9ccb2cdd-96d2-43b1-8623-10a5948bd99d,,,,,,,,,done,
177,turnix-varius,Painted Button-quail,Turnix varius,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
178,turnix-varius-varius,Australian Painted Button-quail,Turnix varius varius,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
179,turnix-maculosus,Red-backed Button-quail,Turnix maculosus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
180,turnix-maculosus-melanotus,Red-backed Button-quail,Turnix maculosus melanotus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
181,turnix-pyrrhothorax,Red-chested Button-quail,Turnix pyrrhothorax,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/83222654-3360-4649-af4a-6f8304ce0744,,,,,,,,,done,
182,cisticola-exilis,Golden-headed Cisticola,Cisticola exilis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/53475503-df32-4121-9bb5-b5a013ee8985,,,,,,,,,done,
183,cisticola-exilis-alexandrae,Northern Golden-headed Cisticola,Cisticola exilis alexandrae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b3d22567-11d3-4b77-9144-788198462d73,,,,,,,,,done,
184,cisticola-exilis-diminuta,North-eastern Golden-headed Cisticola,Cisticola exilis diminuta,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/7f1a59e2-0770-4a55-9f36-b09813e788cb,,,,,,,,,done,
185,cisticola-exilis-exilis,South-eastern Golden-headed Cisticola,Cisticola exilis exilis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/a0dd68c7-2cd3-4b48-9594-cb6d57880abf,,,,,,,,,done,
186,cisticola-exilis-lineocapilla,North-western Golden-headed Cisticola,Cisticola exilis lineocapilla,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/189d2c65-336f-45a3-a291-7a454b0da9d4,,,,,,,,,done,
187,cisticola-juncidis,Zitting Cisticola,Cisticola juncidis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/fd0197bb-6428-45b7-9859-6b67aabd8006,,,,,,,,,done,
188,cisticola-juncidis-laveryi,Eastern Zitting Cisticola,Cisticola juncidis laveryi,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/fd274aaf-981c-41ca-95b3-75a7d7391c4f,,,,,,,,,done,
189,cisticola-juncidis-leanyeri,Top End Zitting Cisticola,Cisticola juncidis leanyeri,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/241296cc-3ba1-4b97-848c-8692812a711f,,,,,,,,,done,
190,fulica-atra-australis,Australian Eurasian Coot,Fulica atra australis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/834a994a-839f-40e6-a4f1-f3940e95e047,,,,,,,,,done,
191,porphyrio-porphyrio,Purple Swamphen,Porphyrio porphyrio,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f6e66971-4a08-4eab-a14c-496528a33e3e,,,,,,,,,done,
192,corvus-coronoides,Australian Raven,Corvus coronoides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/8117f68b-5460-4626-8400-e171464e08ad,,,,,,,,,done,
193,corvus-coronoides-coronoides,Eastern Australian Raven,Corvus coronoides coronoides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f3469d10-1651-4a1b-b14f-0247ed0f8215,,,,,,,,,done,
194,corvus-coronoides-perplexus,Western Australian Raven,Corvus coronoides perplexus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/35b8ae86-78f9-4c49-acad-c28c12199acf,,,,,,,,,done,
195,corvus-tasmanicus-boreus,New England Forest Raven,Corvus tasmanicus boreus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/0bd8ff00-6c85-4e50-a95a-fbeef9fddffc,,,,,,,,,done,
196,corvus-tasmanicus-tasmanicus,Southern Forest Raven,Corvus tasmanicus tasmanicus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/a92ed577-2f1e-4570-bdb6-bcf0054a4876,,,,,,,,,done,
197,corvus-bennetti,Little Crow,Corvus bennetti,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/351ef0f8-f560-43d6-b784-f393edb97df9,,,,,,,,,done,
198,corvus-mellori,Little Raven,Corvus mellori,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/713303da-f7b7-47a9-8ba1-2880941f9d28,,,,,,,,,done,
199,corvus-orru,Torresian Crow,Corvus orru,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/2c5fd509-d4d6-4adb-9566-96280ff9e6af,,,,,,,,,done,
200,corvus-orru-cecilae,Australian Torresian Crow,Corvus orru cecilae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/93a5f5de-58bd-4ac9-a191-8749cb515e79,,,,,,,,,done,
201,anhinga-novaehollandiae,Australasian Darter,Anhinga novaehollandiae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c1d3308d-b6d6-496c-81b0-97c689259d3a,,,,,,,,,done,
202,anhinga-novaehollandiae-novaehollandiae,Australian Darter,Anhinga novaehollandiae novaehollandiae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/9560f55d-26da-4f86-922a-ad5e1649ba13,,,,,,,,,done,
203,canis-familiaris,Dingo,Canis familiaris,mammal,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c2056f1b-fcde-45b9-904b-1cab280368d1,,,,,,,,,done,
204,tadorna-tadornoides,Australian Shelduck,Tadorna tadornoides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/4cf61405-f90d-4212-a402-35d8e812a552,,,,,,,,,done,
205,chenonetta-jubata,Australian Wood Duck,Chenonetta jubata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58,,,,,,,,,done,
206,anas-castanea,Chestnut Teal,Anas castanea,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
207,nettapus-coromandelianus,Cotton Pygmy-goose,Nettapus coromandelianus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
208,nettapus-coromandelianus-albipennis,Australian Cotton Pygmy-goose,Nettapus coromandelianus albipennis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
209,stictonetta-naevosa,Freckled Duck,Stictonetta naevosa,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/4788c00f-9f49-40c2-8b28-71b3e28d71fd,,,,,,,,,done,
210,nettapus-pulchellus,Green Pygmy-goose,Nettapus pulchellus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/34801c21-a4a3-4be3-812d-21f7ce50590a,,,,,,,,,done,
211,anas-superciliosa,Pacific Black Duck,Anas superciliosa,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/241dd5c6-1235-4eb9-b3d5-a44af6b0d444,,,,,,,,,done,
212,anas-superciliosa-superciliosa,Pacific Black Duck,Anas superciliosa superciliosa,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/281539dc-ced5-468d-9fa4-05d28bd271b5,,,,,,,,,done,
213,radjah-radjah,Radjah Shelduck,Radjah radjah,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/5924aa38-983b-405a-92b6-292486572de5,,,,,,,,,done,
214,radjah-radjah-rufitergum,Torresian Radjah Shelduck,Radjah radjah rufitergum,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/e0cb2728-32b8-4353-9cea-9b59fc520941,,,,,,,,,done,
215,milvus-migrans,Black Kite,Milvus migrans,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/46b7236e-c41f-4148-847b-31e64fc5c789,,,,,,,,,done,
216,milvus-migrans-affinis,Torresian Black Kite,Milvus migrans affinis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/78cef066-c87f-447a-98fe-97bb7878fff0,,,,,,,,,done,
217,hamirostra-melanosternon,Black-breasted Buzzard,Hamirostra melanosternon,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/96e35cba-e86c-47dd-848e-056377227209,,,,,,,,,done,
218,elanus-axillaris,Black-shouldered Kite,Elanus axillaris,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/e382a431-801d-4a24-9a5a-03a262be9279,,,,,,,,,done,
219,haliastur-indus,Brahminy Kite,Haliastur indus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/fbe52b77-570e-4e79-958f-97c193f6c6ea,,,,,,,,,done,
220,haliastur-indus-girrenera,Torresian Brahminy Kite,Haliastur indus girrenera,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/683f56f9-7d5a-47ac-9008-80665401abf1,,,,,,,,,done,
221,accipiter-fasciatus,Brown Goshawk,Accipiter fasciatus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
222,accipiter-fasciatus-didimus,Northern Brown Goshawk,Accipiter fasciatus didimus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
223,accipiter-fasciatus-fasciatus,Southern Brown Goshawk,Accipiter fasciatus fasciatus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
224,accipiter-cirrocephalus,Collared Sparrowhawk,Accipiter cirrocephalus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/973058bb-cc30-4ce3-a988-f5e1513670ac,,,,,,,,,done,
225,accipiter-cirrocephalus-cirrocephalus,Collared Sparrowhawk,Accipiter cirrocephalus cirrocephalus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
226,accipiter-novaehollandiae,Grey Goshawk,Accipiter novaehollandiae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
227,hieraaetus-morphnoides,Little Eagle,Hieraaetus morphnoides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b47a4ecd-416b-458c-886a-1dc3490e8175,,,,,,,,,done,
228,hieraaetus-morphnoides-morphnoides,Little Eagle,Hieraaetus morphnoides morphnoides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/8c178318-773f-4ddf-a4c1-01967698054c,,,,,,,,,done,
229,himantopus-himantopus-leucocephalus,Little Eagle,Himantopus himantopus leucocephalus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f4231e76-e3a9-4787-b392-1e3b6a449ce5,,,,,,,,,done,
230,aviceda-subcristata,Pacific Baza,Aviceda subcristata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/3e9ecc98-1d7c-4de0-b574-53351bdd3b3e,,,,,,,,,done,
231,aviceda-subcristata-subcristata,Australian Pacific Baza,Aviceda subcristata subcristata,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/93f15133-b853-4bb8-8f83-8052905b1ff6,,,,,,,,,done,
232,circus-assimilis,Spotted Harrier,Circus assimilis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/694a8fde-c6b1-4947-bae1-801541614999,,,,,,,,,done,
233,lophoictinia-isura,Square-tailed Kite,Lophoictinia isura,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/715a2874-1942-4762-866c-1194990e7a91,,,,,,,,,done,
234,circus-approximans,Swamp Harrier,Circus approximans,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/c568921e-f800-4a6e-b88c-6d409def1e20,,,,,,,,,done,
235,aquila-audax-audax,Mainland Wedge-tailed Eagle,Aquila audax audax,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
236,haliastur-sphenurus,Whistling Kite,Haliastur sphenurus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/31113d80-ed4f-4bb0-9a65-48080e4c6dd1,,,,,,,,,done,
237,falco-longipennis,Australian Hobby,Falco longipennis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/794d2b51-a56e-4113-9809-ea828bdfd2ae,,,,,,,,,done,
238,falco-longipennis-longipennis,Southern Australian Hobby,Falco longipennis longipennis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/042735b4-68b7-49a0-b9ec-8724ca9fd126,,,,,,,,,done,
239,falco-longipennis-murchisonianus,Inland Australian Hobby,Falco longipennis murchisonianus,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b25d6791-5825-41b6-836e-b96910f72a36,,,,,,,,,done,
240,falco-subniger,Black Falcon,Falco subniger,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/f7ea91a6-352f-41ac-9b77-8a6f5aea62d6,,,,,,,,,done,
241,falco-berigora,Brown Falcon,Falco berigora,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/b352a45c-7d13-44f5-b635-1d0e45dcfb20,,,,,,,,,done,
242,falco-berigora-berigora,Australian Brown Falcon,Falco berigora berigora,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
243,falco-berigora-novaeguineae,Brown Falcon,Falco berigora novaeguineae,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
244,falco-berigora-occidentalis,Brown Falcon,Falco berigora occidentalis,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
245,falco-berigora-tasmanica,Brown Falcon,Falco berigora tasmanica,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,,,,,,,,,,done,
246,falco-cenchroides,Nankeen Kestrel,Falco cenchroides,bird,,,high,,,,,FALSE,,FALSE,,TRUE,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,not_started,https://biodiversity.org.au/afd/taxa/bf4cdd24-a745-49eb-a158-63396ace53d3,,,,,,,,,done,
