id,slug,commonName,scientificName,taxonGroup,endemic,conservationStatus,fluRisk,fluStatus,fluStatusUpdatedAt,regions,bio,endemicVerified,endemicSourceUrl,conservationStatusVerified,conservationStatusSourceUrl,fluRiskVerified,fluRiskSourceUrl,researchStatus
,eudyptes-chrysocome-chrysocome,South American Southern Rockhopper Penguin,Eudyptes chrysocome chrysocome,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,eudyptes-chrysocome-filholi,Eastern Rockhopper Penguin,Eudyptes chrysocome filholi,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pachyptila-turtur-turtur,Northern Fairy Prion,Pachyptila turtur turtur,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,motacilla-alba,White Wagtail,Motacilla alba,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,motacilla-alba-leucopsis,Central Asian White Wagtail,Motacilla alba leucopsis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,elseyornis-melanops,Black-fronted Dotterel,Elseyornis melanops,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,erythrogonys-cinctus,Red-kneed Dotterel,Erythrogonys cinctus,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cladorhynchus-leucocephalus,Banded Stilt,Cladorhynchus leucocephalus,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,strepera-graculina-robinsoni,Wet Tropics Pied Currawong,Strepera graculina robinsoni,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-borealis,Sei Whale,Balaenoptera borealis,Mammals,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-musculus,Blue Whale,Balaenoptera musculus,Mammals,,Endangered,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-physalus,Fin Whale,Balaenoptera physalus,Mammals,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,eubalaena-australis,Southern Right Whale,Eubalaena australis,Mammals,,Endangered,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,lagenorhynchus-obscurus,Dusky Dolphin,Lagenorhynchus obscurus,Mammals,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pseudorca-crassidens,False Killer Whale,Pseudorca crassidens,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,physeter-macrocephalus,Sperm Whale,Physeter macrocephalus,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sarcophilus-harrisii,Tasmanian Devil,Sarcophilus harrisii,Mammals,,Endangered,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sterna-striata,White-fronted Tern,Sterna striata,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sterna-sumatrana,Black-naped Tern,Sterna sumatrana,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,larus-dominicanus,Kelp Gull,Larus dominicanus,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,larus-novaehollandiae,Silver Gull,Larus novaehollandiae,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,larus-pacificus,Pacific Gull,Larus pacificus,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sterna-bengalensis,Lesser Crested Tern,Sterna bengalensis,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pluvialis-squatarola,Grey Plover,Pluvialis squatarola,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,recurvirostra-novaehollandiae,Red-necked Avocet,Recurvirostra novaehollandiae,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,charadrius-leschenaultii,Greater Sand Plover,Charadrius leschenaultii,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,charadrius-ruficapillus,Red-capped Plover,Charadrius ruficapillus,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,falco-hypoleucos,Grey Falcon,Falco hypoleucos,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,leipoa-ocellata,Malleefowl,Leipoa ocellata,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,fregata-ariel,Lesser Frigatebird,Fregata ariel,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pelagodroma-marina,White-faced Storm-Petrel,Pelagodroma marina,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sula-sula,Red-footed Booby,Sula sula,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,puffinus-pacificus,Wedge-tailed Shearwater,Puffinus pacificus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,puffinus-tenuirostris,Short-tailed Shearwater,Puffinus tenuirostris,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pterodroma-macroptera,Great-winged Petrel,Pterodroma macroptera,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,aptenodytes-patagonicus,King Penguin,Aptenodytes patagonicus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pygoscelis-papua,Gentoo Penguin,Pygoscelis papua,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,tyto-novaehollandiae-kimberli,Northern Masked Owl,Tyto novaehollandiae kimberli,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,phocoena-dioptrica,Spectacled Porpoise,Phocoena dioptrica,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-bonaerensis,Antarctic Minke Whale,Balaenoptera bonaerensis,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,tursiops-aduncus,Long-beaked Bottle-nosed Dolphin,Tursiops aduncus,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,tursiops-aduncus,Spotted Bottlenose Dolphin (Arafura/Timor,Tursiops aduncus,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,orcaella-heinsohni,Australian Snubfin Dolphin,Orcaella heinsohni,Mammals,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,puffinus-griseus,Sooty Shearwater,Puffinus griseus,Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sterna-bergii,Greater Crested Tern,Sterna bergii,Birds,,,Very high,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,sousa-sahulensis,Australian Hump-backed Dolphin,Sousa sahulensis,Mammals,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,anous-albivitta,Grey noddy,Anous albivitta,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,tyto-novaehollandiae-castanops-tasmanian-population,Tasmanian Masked Owl,Tyto novaehollandiae castanops (Tasmanian population),Birds,,Vulnerable,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-omura,Omura's Whale,Balaenoptera omura,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,ephippiorhynchus-asiaticus,Black-necked Stork,Ephippiorhynchus asiaticus,Birds,,,Very High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,pelecanus-conspicillatus,Australian Pelican,Pelecanus conspicillatus,Birds,,,Very High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,balaenoptera-acutorostrata,Dwarf Minke Whale,Balaenoptera acutorostrata,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,berardius-arnuxii,Arnoux's Beaked Whale,Berardius arnuxii,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-castanotus,Chestnut-backed Button-quail,Turnix castanotus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-velox,Little Button-quail,Turnix velox,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-varius,Painted Button-quail,Turnix varius,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-varius-varius,Australian Painted Button-quail,Turnix varius varius,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-maculosus,Red-backed Button-quail,Turnix maculosus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-maculosus-melanotus,Red-backed Button-quail,Turnix maculosus melanotus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,turnix-pyrrhothorax,Red-chested Button-quail,Turnix pyrrhothorax,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-exilis,Golden-headed Cisticola,Cisticola exilis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-exilis-alexandrae,Northern Golden-headed Cisticola,Cisticola exilis alexandrae,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-exilis-diminuta,North-eastern Golden-headed Cisticola,Cisticola exilis diminuta,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-exilis-exilis,South-eastern Golden-headed Cisticola,Cisticola exilis exilis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-exilis-lineocapilla,North-western Golden-headed Cisticola,Cisticola exilis lineocapilla,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-juncidis,Zitting Cisticola,Cisticola juncidis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-juncidis-laveryi,Eastern Zitting Cisticola,Cisticola juncidis laveryi,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,cisticola-juncidis-leanyeri,Top End Zitting Cisticola,Cisticola juncidis leanyeri,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,fulica-atra-australis,Australian Eurasian Coot,Fulica atra australis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,porphyrio-porphyrio,Purple Swamphen,Porphyrio porphyrio,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-coronoides,Australian Raven,Corvus coronoides,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-coronoides-coronoides,Eastern Australian Raven,Corvus coronoides coronoides,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-coronoides-perplexus,Western Australian Raven,Corvus coronoides perplexus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-tasmanicus-boreus,New England Forest Raven,Corvus tasmanicus boreus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-tasmanicus-tasmanicus,Southern Forest Raven,Corvus tasmanicus tasmanicus,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-bennetti,Little Crow,Corvus bennetti,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-mellori,Little Raven,Corvus mellori,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-orru,Torresian Crow,Corvus orru,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,corvus-orru-cecilae,Australian Torresian Crow,Corvus orru cecilae,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,anhinga-novaehollandiae,Australasian Darter,Anhinga novaehollandiae,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,anhinga-novaehollandiae-novaehollandiae,Australian Darter,Anhinga novaehollandiae novaehollandiae,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,canis-familiaris,Dingo,Canis familiaris,Mammals,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,tadorna-tadornoides,Australian Shelduck,Tadorna tadornoides,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,chenonetta-jubata,Australian Wood Duck,Chenonetta jubata,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
,oxyura-australis,Blue-billed Duck,Oxyura australis,Birds,,,High,,,,,,,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,True,https://www.dcceew.gov.au/sites/default/files/documents/national-risk-scores-h5-bird-flu-native-birds-mammals.pdf,
